Tweet,Sarcasm,word_tokens,char_tokens,sentence_tokens,subword_tokens,lemmatized_tweet
Getting hit up with that ntb .   ,no,"['getting', 'hit', 'up', 'with', 'that', 'nt', '##b', '.']","['G', 'e', 't', 't', 'i', 'n', 'g', ' ', 'h', 'i', 't', ' ', 'u', 'p', ' ', 'w', 'i', 't', 'h', ' ', 't', 'h', 'a', 't', ' ', 'n', 't', 'b', ' ', '.', ' ', ' ', ' ']",['Getting hit up with that ntb .'],"['getting', 'hit', 'up', 'with', 'that', 'nt', '##b', '.']",Getting hit up with that ntb .
Oh please don't care to much .,no,"['oh', 'please', 'don', ""'"", 't', 'care', 'to', 'much', '.']","['O', 'h', ' ', 'p', 'l', 'e', 'a', 's', 'e', ' ', 'd', 'o', 'n', ""'"", 't', ' ', 'c', 'a', 'r', 'e', ' ', 't', 'o', ' ', 'm', 'u', 'c', 'h', ' ', '.']","[""Oh please don't care to much .""]","['oh', 'please', 'don', ""'"", 't', 'care', 'to', 'much', '.']",Oh please do n't care to much .
That senior assembly really made my day . ,no,"['that', 'senior', 'assembly', 'really', 'made', 'my', 'day', '.']","['T', 'h', 'a', 't', ' ', 's', 'e', 'n', 'i', 'o', 'r', ' ', 'a', 's', 's', 'e', 'm', 'b', 'l', 'y', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'm', 'a', 'd', 'e', ' ', 'm', 'y', ' ', 'd', 'a', 'y', ' ', '.', ' ']",['That senior assembly really made my day .'],"['that', 'senior', 'assembly', 'really', 'made', 'my', 'day', '.']",That senior assembly really made my day .
I really don't need to look up your name on twitta because I know so much from people you speak too . So watch who you trust bud ..,no,"['i', 'really', 'don', ""'"", 't', 'need', 'to', 'look', 'up', 'your', 'name', 'on', 't', '##wi', '##tta', 'because', 'i', 'know', 'so', 'much', 'from', 'people', 'you', 'speak', 'too', '.', 'so', 'watch', 'who', 'you', 'trust', 'bud', '.', '.']","['I', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'd', 'o', 'n', ""'"", 't', ' ', 'n', 'e', 'e', 'd', ' ', 't', 'o', ' ', 'l', 'o', 'o', 'k', ' ', 'u', 'p', ' ', 'y', 'o', 'u', 'r', ' ', 'n', 'a', 'm', 'e', ' ', 'o', 'n', ' ', 't', 'w', 'i', 't', 't', 'a', ' ', 'b', 'e', 'c', 'a', 'u', 's', 'e', ' ', 'I', ' ', 'k', 'n', 'o', 'w', ' ', 's', 'o', ' ', 'm', 'u', 'c', 'h', ' ', 'f', 'r', 'o', 'm', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'y', 'o', 'u', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', 'o', ' ', '.', ' ', 'S', 'o', ' ', 'w', 'a', 't', 'c', 'h', ' ', 'w', 'h', 'o', ' ', 'y', 'o', 'u', ' ', 't', 'r', 'u', 's', 't', ' ', 'b', 'u', 'd', ' ', '.', '.']","[""I really don't need to look up your name on twitta because I know so much from people you speak too ."", 'So watch who you trust bud ..']","['i', 'really', 'don', ""'"", 't', 'need', 'to', 'look', 'up', 'your', 'name', 'on', 't', '##wi', '##tta', 'because', 'i', 'know', 'so', 'much', 'from', 'people', 'you', 'speak', 'too', '.', 'so', 'watch', 'who', 'you', 'trust', 'bud', '.', '.']",I really do n't need to look up your name on twitta because I know so much from people you speak too . So watch who you trust bud ..
there's so much Joel on my dash this is fuckign unacceptable I NEEd TO SPEAK T O A MANAGER,no,"['there', ""'"", 's', 'so', 'much', 'joel', 'on', 'my', 'dash', 'this', 'is', 'fuck', '##ign', 'unacceptable', 'i', 'need', 'to', 'speak', 't', 'o', 'a', 'manager']","['t', 'h', 'e', 'r', 'e', ""'"", 's', ' ', 's', 'o', ' ', 'm', 'u', 'c', 'h', ' ', 'J', 'o', 'e', 'l', ' ', 'o', 'n', ' ', 'm', 'y', ' ', 'd', 'a', 's', 'h', ' ', 't', 'h', 'i', 's', ' ', 'i', 's', ' ', 'f', 'u', 'c', 'k', 'i', 'g', 'n', ' ', 'u', 'n', 'a', 'c', 'c', 'e', 'p', 't', 'a', 'b', 'l', 'e', ' ', 'I', ' ', 'N', 'E', 'E', 'd', ' ', 'T', 'O', ' ', 'S', 'P', 'E', 'A', 'K', ' ', 'T', ' ', 'O', ' ', 'A', ' ', 'M', 'A', 'N', 'A', 'G', 'E', 'R']","[""there's so much Joel on my dash this is fuckign unacceptable I NEEd TO SPEAK T O A MANAGER""]","['there', ""'"", 's', 'so', 'much', 'joel', 'on', 'my', 'dash', 'this', 'is', 'fuck', '##ign', 'unacceptable', 'i', 'need', 'to', 'speak', 't', 'o', 'a', 'manager']",there 's so much Joel on my dash this is fuckign unacceptable I NEEd TO SPEAK T O A MANAGER
I really hope you were able to speak to him . Bullying is my big Thing . Go a bit mad  effects last for so long ,no,"['i', 'really', 'hope', 'you', 'were', 'able', 'to', 'speak', 'to', 'him', '.', 'bullying', 'is', 'my', 'big', 'thing', '.', 'go', 'a', 'bit', 'mad', 'effects', 'last', 'for', 'so', 'long']","['I', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'h', 'o', 'p', 'e', ' ', 'y', 'o', 'u', ' ', 'w', 'e', 'r', 'e', ' ', 'a', 'b', 'l', 'e', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'h', 'i', 'm', ' ', '.', ' ', 'B', 'u', 'l', 'l', 'y', 'i', 'n', 'g', ' ', 'i', 's', ' ', 'm', 'y', ' ', 'b', 'i', 'g', ' ', 'T', 'h', 'i', 'n', 'g', ' ', '.', ' ', 'G', 'o', ' ', 'a', ' ', 'b', 'i', 't', ' ', 'm', 'a', 'd', ' ', ' ', 'e', 'f', 'f', 'e', 'c', 't', 's', ' ', 'l', 'a', 's', 't', ' ', 'f', 'o', 'r', ' ', 's', 'o', ' ', 'l', 'o', 'n', 'g', ' ']","['I really hope you were able to speak to him .', 'Bullying is my big Thing .', 'Go a bit mad  effects last for so long']","['i', 'really', 'hope', 'you', 'were', 'able', 'to', 'speak', 'to', 'him', '.', 'bullying', 'is', 'my', 'big', 'thing', '.', 'go', 'a', 'bit', 'mad', 'effects', 'last', 'for', 'so', 'long']",I really hope you were able to speak to him . Bullying is my big Thing . Go a bit mad effect last for so long
wallah I'm so done with you Ibrahim . What did I speak to you about today loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face face_with_tears_of_joy weary_face,no,"['wall', '##ah', 'i', ""'"", 'm', 'so', 'done', 'with', 'you', 'ibrahim', '.', 'what', 'did', 'i', 'speak', 'to', 'you', 'about', 'today', 'loudly', '_', 'crying', '_', 'face', 'loudly', '_', 'crying', '_', 'face', 'loudly', '_', 'crying', '_', 'face', 'loudly', '_', 'crying', '_', 'face', 'face', '_', 'with', '_', 'tears', '_', 'of', '_', 'joy', 'weary', '_', 'face']","['w', 'a', 'l', 'l', 'a', 'h', ' ', 'I', ""'"", 'm', ' ', 's', 'o', ' ', 'd', 'o', 'n', 'e', ' ', 'w', 'i', 't', 'h', ' ', 'y', 'o', 'u', ' ', 'I', 'b', 'r', 'a', 'h', 'i', 'm', ' ', '.', ' ', 'W', 'h', 'a', 't', ' ', 'd', 'i', 'd', ' ', 'I', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'y', 'o', 'u', ' ', 'a', 'b', 'o', 'u', 't', ' ', 't', 'o', 'd', 'a', 'y', ' ', 'l', 'o', 'u', 'd', 'l', 'y', '_', 'c', 'r', 'y', 'i', 'n', 'g', '_', 'f', 'a', 'c', 'e', ' ', 'l', 'o', 'u', 'd', 'l', 'y', '_', 'c', 'r', 'y', 'i', 'n', 'g', '_', 'f', 'a', 'c', 'e', ' ', 'l', 'o', 'u', 'd', 'l', 'y', '_', 'c', 'r', 'y', 'i', 'n', 'g', '_', 'f', 'a', 'c', 'e', ' ', 'l', 'o', 'u', 'd', 'l', 'y', '_', 'c', 'r', 'y', 'i', 'n', 'g', '_', 'f', 'a', 'c', 'e', ' ', 'f', 'a', 'c', 'e', '_', 'w', 'i', 't', 'h', '_', 't', 'e', 'a', 'r', 's', '_', 'o', 'f', '_', 'j', 'o', 'y', ' ', 'w', 'e', 'a', 'r', 'y', '_', 'f', 'a', 'c', 'e']","[""wallah I'm so done with you Ibrahim ."", 'What did I speak to you about today loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face face_with_tears_of_joy weary_face']","['wall', '##ah', 'i', ""'"", 'm', 'so', 'done', 'with', 'you', 'ibrahim', '.', 'what', 'did', 'i', 'speak', 'to', 'you', 'about', 'today', 'loudly', '_', 'crying', '_', 'face', 'loudly', '_', 'crying', '_', 'face', 'loudly', '_', 'crying', '_', 'face', 'loudly', '_', 'crying', '_', 'face', 'face', '_', 'with', '_', 'tears', '_', 'of', '_', 'joy', 'weary', '_', 'face']",wallah I 'm so done with you Ibrahim . What did I speak to you about today loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face face_with_tears_of_joy weary_face
Ever have something so scary going on you are afraid to speak about it ,no,"['ever', 'have', 'something', 'so', 'scary', 'going', 'on', 'you', 'are', 'afraid', 'to', 'speak', 'about', 'it']","['E', 'v', 'e', 'r', ' ', 'h', 'a', 'v', 'e', ' ', 's', 'o', 'm', 'e', 't', 'h', 'i', 'n', 'g', ' ', 's', 'o', ' ', 's', 'c', 'a', 'r', 'y', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 'o', 'n', ' ', 'y', 'o', 'u', ' ', 'a', 'r', 'e', ' ', 'a', 'f', 'r', 'a', 'i', 'd', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'a', 'b', 'o', 'u', 't', ' ', 'i', 't', ' ']",['Ever have something so scary going on you are afraid to speak about it'],"['ever', 'have', 'something', 'so', 'scary', 'going', 'on', 'you', 'are', 'afraid', 'to', 'speak', 'about', 'it']",Ever have something so scary going on you are afraid to speak about it
i dont speak alien so dont bother to invite me to dang      _    % ^ $ it is  peace,no,"['i', 'don', '##t', 'speak', 'alien', 'so', 'don', '##t', 'bother', 'to', 'invite', 'me', 'to', 'dan', '##g', '_', '%', '^', '$', 'it', 'is', 'peace']","['i', ' ', 'd', 'o', 'n', 't', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'a', 'l', 'i', 'e', 'n', ' ', 's', 'o', ' ', 'd', 'o', 'n', 't', ' ', 'b', 'o', 't', 'h', 'e', 'r', ' ', 't', 'o', ' ', 'i', 'n', 'v', 'i', 't', 'e', ' ', 'm', 'e', ' ', 't', 'o', ' ', 'd', 'a', 'n', 'g', ' ', ' ', ' ', ' ', ' ', ' ', '_', ' ', ' ', ' ', ' ', '%', ' ', '^', ' ', '$', ' ', 'i', 't', ' ', 'i', 's', ' ', ' ', 'p', 'e', 'a', 'c', 'e']",['i dont speak alien so dont bother to invite me to dang      _    % ^ $ it is  peace'],"['i', 'don', '##t', 'speak', 'alien', 'so', 'don', '##t', 'bother', 'to', 'invite', 'me', 'to', 'dan', '##g', '_', '%', '^', '$', 'it', 'is', 'peace']",i dont speak alien so dont bother to invite me to dang _ % ^ $ it is peace
I have the besst sister ever ..,no,"['i', 'have', 'the', 'be', '##ss', '##t', 'sister', 'ever', '.', '.']","['I', ' ', 'h', 'a', 'v', 'e', ' ', 't', 'h', 'e', ' ', 'b', 'e', 's', 's', 't', ' ', 's', 'i', 's', 't', 'e', 'r', ' ', 'e', 'v', 'e', 'r', ' ', '.', '.']",['I have the besst sister ever ..'],"['i', 'have', 'the', 'be', '##ss', '##t', 'sister', 'ever', '.', '.']",I have the besst sister ever ..
Elijah omfg I love thaat  laugh out loud,no,"['elijah', 'om', '##f', '##g', 'i', 'love', 'tha', '##at', 'laugh', 'out', 'loud']","['E', 'l', 'i', 'j', 'a', 'h', ' ', 'o', 'm', 'f', 'g', ' ', 'I', ' ', 'l', 'o', 'v', 'e', ' ', 't', 'h', 'a', 'a', 't', ' ', ' ', 'l', 'a', 'u', 'g', 'h', ' ', 'o', 'u', 't', ' ', 'l', 'o', 'u', 'd']",['Elijah omfg I love thaat  laugh out loud'],"['elijah', 'om', '##f', '##g', 'i', 'love', 'tha', '##at', 'laugh', 'out', 'loud']",Elijah omfg I love thaat laugh out loud
physical therapy  ughh,no,"['physical', 'therapy', 'u', '##gh', '##h']","['p', 'h', 'y', 's', 'i', 'c', 'a', 'l', ' ', 't', 'h', 'e', 'r', 'a', 'p', 'y', ' ', ' ', 'u', 'g', 'h', 'h']",['physical therapy  ughh'],"['physical', 'therapy', 'u', '##gh', '##h']",physical therapy ughh
I know that I'll love it but my fave country is Denmark cuz my love is there I want to go to Germany cuz I speak german so I don't know,no,"['i', 'know', 'that', 'i', ""'"", 'll', 'love', 'it', 'but', 'my', 'fa', '##ve', 'country', 'is', 'denmark', 'cu', '##z', 'my', 'love', 'is', 'there', 'i', 'want', 'to', 'go', 'to', 'germany', 'cu', '##z', 'i', 'speak', 'german', 'so', 'i', 'don', ""'"", 't', 'know']","['I', ' ', 'k', 'n', 'o', 'w', ' ', 't', 'h', 'a', 't', ' ', 'I', ""'"", 'l', 'l', ' ', 'l', 'o', 'v', 'e', ' ', 'i', 't', ' ', 'b', 'u', 't', ' ', 'm', 'y', ' ', 'f', 'a', 'v', 'e', ' ', 'c', 'o', 'u', 'n', 't', 'r', 'y', ' ', 'i', 's', ' ', 'D', 'e', 'n', 'm', 'a', 'r', 'k', ' ', 'c', 'u', 'z', ' ', 'm', 'y', ' ', 'l', 'o', 'v', 'e', ' ', 'i', 's', ' ', 't', 'h', 'e', 'r', 'e', ' ', 'I', ' ', 'w', 'a', 'n', 't', ' ', 't', 'o', ' ', 'g', 'o', ' ', 't', 'o', ' ', 'G', 'e', 'r', 'm', 'a', 'n', 'y', ' ', 'c', 'u', 'z', ' ', 'I', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'g', 'e', 'r', 'm', 'a', 'n', ' ', 's', 'o', ' ', 'I', ' ', 'd', 'o', 'n', ""'"", 't', ' ', 'k', 'n', 'o', 'w']","[""I know that I'll love it but my fave country is Denmark cuz my love is there I want to go to Germany cuz I speak german so I don't know""]","['i', 'know', 'that', 'i', ""'"", 'll', 'love', 'it', 'but', 'my', 'fa', '##ve', 'country', 'is', 'denmark', 'cu', '##z', 'my', 'love', 'is', 'there', 'i', 'want', 'to', 'go', 'to', 'germany', 'cu', '##z', 'i', 'speak', 'german', 'so', 'i', 'don', ""'"", 't', 'know']",I know that I 'll love it but my fave country is Denmark cuz my love is there I want to go to Germany cuz I speak german so I do n't know
I feel so lucky to say that I was able to hear speak to RCAH today  Thank you ,no,"['i', 'feel', 'so', 'lucky', 'to', 'say', 'that', 'i', 'was', 'able', 'to', 'hear', 'speak', 'to', 'rca', '##h', 'today', 'thank', 'you']","['I', ' ', 'f', 'e', 'e', 'l', ' ', 's', 'o', ' ', 'l', 'u', 'c', 'k', 'y', ' ', 't', 'o', ' ', 's', 'a', 'y', ' ', 't', 'h', 'a', 't', ' ', 'I', ' ', 'w', 'a', 's', ' ', 'a', 'b', 'l', 'e', ' ', 't', 'o', ' ', 'h', 'e', 'a', 'r', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'R', 'C', 'A', 'H', ' ', 't', 'o', 'd', 'a', 'y', ' ', ' ', 'T', 'h', 'a', 'n', 'k', ' ', 'y', 'o', 'u', ' ']",['I feel so lucky to say that I was able to hear speak to RCAH today  Thank you'],"['i', 'feel', 'so', 'lucky', 'to', 'say', 'that', 'i', 'was', 'able', 'to', 'hear', 'speak', 'to', 'rca', '##h', 'today', 'thank', 'you']",I feel so lucky to say that I wa able to hear speak to RCAH today Thank you
fucking so angry don't even speak to me,no,"['fucking', 'so', 'angry', 'don', ""'"", 't', 'even', 'speak', 'to', 'me']","['f', 'u', 'c', 'k', 'i', 'n', 'g', ' ', 's', 'o', ' ', 'a', 'n', 'g', 'r', 'y', ' ', 'd', 'o', 'n', ""'"", 't', ' ', 'e', 'v', 'e', 'n', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'm', 'e']","[""fucking so angry don't even speak to me""]","['fucking', 'so', 'angry', 'don', ""'"", 't', 'even', 'speak', 'to', 'me']",fucking so angry do n't even speak to me
god is arrogant and egotistical so he would never speak to humans on an even level . He has to be the higher entity or you're dead .,no,"['god', 'is', 'arrogant', 'and', 'ego', '##tist', '##ical', 'so', 'he', 'would', 'never', 'speak', 'to', 'humans', 'on', 'an', 'even', 'level', '.', 'he', 'has', 'to', 'be', 'the', 'higher', 'entity', 'or', 'you', ""'"", 're', 'dead', '.']","['g', 'o', 'd', ' ', 'i', 's', ' ', 'a', 'r', 'r', 'o', 'g', 'a', 'n', 't', ' ', 'a', 'n', 'd', ' ', 'e', 'g', 'o', 't', 'i', 's', 't', 'i', 'c', 'a', 'l', ' ', 's', 'o', ' ', 'h', 'e', ' ', 'w', 'o', 'u', 'l', 'd', ' ', 'n', 'e', 'v', 'e', 'r', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'h', 'u', 'm', 'a', 'n', 's', ' ', 'o', 'n', ' ', 'a', 'n', ' ', 'e', 'v', 'e', 'n', ' ', 'l', 'e', 'v', 'e', 'l', ' ', '.', ' ', 'H', 'e', ' ', 'h', 'a', 's', ' ', 't', 'o', ' ', 'b', 'e', ' ', 't', 'h', 'e', ' ', 'h', 'i', 'g', 'h', 'e', 'r', ' ', 'e', 'n', 't', 'i', 't', 'y', ' ', 'o', 'r', ' ', 'y', 'o', 'u', ""'"", 'r', 'e', ' ', 'd', 'e', 'a', 'd', ' ', '.']","['god is arrogant and egotistical so he would never speak to humans on an even level .', ""He has to be the higher entity or you're dead .""]","['god', 'is', 'arrogant', 'and', 'ego', '##tist', '##ical', 'so', 'he', 'would', 'never', 'speak', 'to', 'humans', 'on', 'an', 'even', 'level', '.', 'he', 'has', 'to', 'be', 'the', 'higher', 'entity', 'or', 'you', ""'"", 're', 'dead', '.']",god is arrogant and egotistical so he would never speak to human on an even level . He ha to be the higher entity or you 're dead .
"if they wanted to speak privately , they should have requested so prior to saying things they wanted to keep private .",no,"['if', 'they', 'wanted', 'to', 'speak', 'privately', ',', 'they', 'should', 'have', 'requested', 'so', 'prior', 'to', 'saying', 'things', 'they', 'wanted', 'to', 'keep', 'private', '.']","['i', 'f', ' ', 't', 'h', 'e', 'y', ' ', 'w', 'a', 'n', 't', 'e', 'd', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'p', 'r', 'i', 'v', 'a', 't', 'e', 'l', 'y', ' ', ',', ' ', 't', 'h', 'e', 'y', ' ', 's', 'h', 'o', 'u', 'l', 'd', ' ', 'h', 'a', 'v', 'e', ' ', 'r', 'e', 'q', 'u', 'e', 's', 't', 'e', 'd', ' ', 's', 'o', ' ', 'p', 'r', 'i', 'o', 'r', ' ', 't', 'o', ' ', 's', 'a', 'y', 'i', 'n', 'g', ' ', 't', 'h', 'i', 'n', 'g', 's', ' ', 't', 'h', 'e', 'y', ' ', 'w', 'a', 'n', 't', 'e', 'd', ' ', 't', 'o', ' ', 'k', 'e', 'e', 'p', ' ', 'p', 'r', 'i', 'v', 'a', 't', 'e', ' ', '.']","['if they wanted to speak privately , they should have requested so prior to saying things they wanted to keep private .']","['if', 'they', 'wanted', 'to', 'speak', 'privately', ',', 'they', 'should', 'have', 'requested', 'so', 'prior', 'to', 'saying', 'things', 'they', 'wanted', 'to', 'keep', 'private', '.']","if they wanted to speak privately , they should have requested so prior to saying thing they wanted to keep private ."
Westfield full of children now   ,no,"['westfield', 'full', 'of', 'children', 'now']","['W', 'e', 's', 't', 'f', 'i', 'e', 'l', 'd', ' ', 'f', 'u', 'l', 'l', ' ', 'o', 'f', ' ', 'c', 'h', 'i', 'l', 'd', 'r', 'e', 'n', ' ', 'n', 'o', 'w', ' ', ' ', ' ']",['Westfield full of children now'],"['westfield', 'full', 'of', 'children', 'now']",Westfield full of child now
Bounce with me Bounce with me ,no,"['bounce', 'with', 'me', 'bounce', 'with', 'me']","['B', 'o', 'u', 'n', 'c', 'e', ' ', 'w', 'i', 't', 'h', ' ', 'm', 'e', ' ', 'B', 'o', 'u', 'n', 'c', 'e', ' ', 'w', 'i', 't', 'h', ' ', 'm', 'e', ' ']",['Bounce with me Bounce with me'],"['bounce', 'with', 'me', 'bounce', 'with', 'me']",Bounce with me Bounce with me
yess .. u r rockstar .. so let ppl speak .. kuch to log khenge logon ka kam hai kehna .. we luv u kp,no,"['yes', '##s', '.', '.', 'u', 'r', 'rocks', '##tar', '.', '.', 'so', 'let', 'pp', '##l', 'speak', '.', '.', 'ku', '##ch', 'to', 'log', 'k', '##hen', '##ge', 'logo', '##n', 'ka', 'kam', 'hai', 'ke', '##hn', '##a', '.', '.', 'we', 'lu', '##v', 'u', 'k', '##p']","['y', 'e', 's', 's', ' ', '.', '.', ' ', 'u', ' ', 'r', ' ', 'r', 'o', 'c', 'k', 's', 't', 'a', 'r', ' ', '.', '.', ' ', 's', 'o', ' ', 'l', 'e', 't', ' ', 'p', 'p', 'l', ' ', 's', 'p', 'e', 'a', 'k', ' ', '.', '.', ' ', 'k', 'u', 'c', 'h', ' ', 't', 'o', ' ', 'l', 'o', 'g', ' ', 'k', 'h', 'e', 'n', 'g', 'e', ' ', 'l', 'o', 'g', 'o', 'n', ' ', 'k', 'a', ' ', 'k', 'a', 'm', ' ', 'h', 'a', 'i', ' ', 'k', 'e', 'h', 'n', 'a', ' ', '.', '.', ' ', 'w', 'e', ' ', 'l', 'u', 'v', ' ', 'u', ' ', 'k', 'p']",['yess .. u r rockstar .. so let ppl speak .. kuch to log khenge logon ka kam hai kehna .. we luv u kp'],"['yes', '##s', '.', '.', 'u', 'r', 'rocks', '##tar', '.', '.', 'so', 'let', 'pp', '##l', 'speak', '.', '.', 'ku', '##ch', 'to', 'log', 'k', '##hen', '##ge', 'logo', '##n', 'ka', 'kam', 'hai', 'ke', '##hn', '##a', '.', '.', 'we', 'lu', '##v', 'u', 'k', '##p']",yes .. u r rockstar .. so let ppl speak .. kuch to log khenge logon ka kam hai kehna .. we luv u kp
My night tho   ¦  ,no,"['my', 'night', 'tho', '¦']","['M', 'y', ' ', 'n', 'i', 'g', 'h', 't', ' ', 't', 'h', 'o', ' ', ' ', ' ', '¦', ' ', ' ']",['My night tho   ¦'],"['my', 'night', 'tho', '¦']",My night tho ¦
"I honestly think that you speak to so many different topics in a voice that hits home , that you need a talk show .",no,"['i', 'honestly', 'think', 'that', 'you', 'speak', 'to', 'so', 'many', 'different', 'topics', 'in', 'a', 'voice', 'that', 'hits', 'home', ',', 'that', 'you', 'need', 'a', 'talk', 'show', '.']","['I', ' ', 'h', 'o', 'n', 'e', 's', 't', 'l', 'y', ' ', 't', 'h', 'i', 'n', 'k', ' ', 't', 'h', 'a', 't', ' ', 'y', 'o', 'u', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 's', 'o', ' ', 'm', 'a', 'n', 'y', ' ', 'd', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't', ' ', 't', 'o', 'p', 'i', 'c', 's', ' ', 'i', 'n', ' ', 'a', ' ', 'v', 'o', 'i', 'c', 'e', ' ', 't', 'h', 'a', 't', ' ', 'h', 'i', 't', 's', ' ', 'h', 'o', 'm', 'e', ' ', ',', ' ', 't', 'h', 'a', 't', ' ', 'y', 'o', 'u', ' ', 'n', 'e', 'e', 'd', ' ', 'a', ' ', 't', 'a', 'l', 'k', ' ', 's', 'h', 'o', 'w', ' ', '.']","['I honestly think that you speak to so many different topics in a voice that hits home , that you need a talk show .']","['i', 'honestly', 'think', 'that', 'you', 'speak', 'to', 'so', 'many', 'different', 'topics', 'in', 'a', 'voice', 'that', 'hits', 'home', ',', 'that', 'you', 'need', 'a', 'talk', 'show', '.']","I honestly think that you speak to so many different topic in a voice that hit home , that you need a talk show ."
How lovely . It's too damn hot in the bed . Let's stay awake for another night ,no,"['how', 'lovely', '.', 'it', ""'"", 's', 'too', 'damn', 'hot', 'in', 'the', 'bed', '.', 'let', ""'"", 's', 'stay', 'awake', 'for', 'another', 'night']","['H', 'o', 'w', ' ', 'l', 'o', 'v', 'e', 'l', 'y', ' ', '.', ' ', 'I', 't', ""'"", 's', ' ', 't', 'o', 'o', ' ', 'd', 'a', 'm', 'n', ' ', 'h', 'o', 't', ' ', 'i', 'n', ' ', 't', 'h', 'e', ' ', 'b', 'e', 'd', ' ', '.', ' ', 'L', 'e', 't', ""'"", 's', ' ', 's', 't', 'a', 'y', ' ', 'a', 'w', 'a', 'k', 'e', ' ', 'f', 'o', 'r', ' ', 'a', 'n', 'o', 't', 'h', 'e', 'r', ' ', 'n', 'i', 'g', 'h', 't', ' ']","['How lovely .', ""It's too damn hot in the bed ."", ""Let's stay awake for another night""]","['how', 'lovely', '.', 'it', ""'"", 's', 'too', 'damn', 'hot', 'in', 'the', 'bed', '.', 'let', ""'"", 's', 'stay', 'awake', 'for', 'another', 'night']",How lovely . It 's too damn hot in the bed . Let 's stay awake for another night
Going to sleep  Byebye sweeties  ,no,"['going', 'to', 'sleep', 'bye', '##by', '##e', 'sweetie', '##s']","['G', 'o', 'i', 'n', 'g', ' ', 't', 'o', ' ', 's', 'l', 'e', 'e', 'p', ' ', ' ', 'B', 'y', 'e', 'b', 'y', 'e', ' ', 's', 'w', 'e', 'e', 't', 'i', 'e', 's', ' ', ' ']",['Going to sleep  Byebye sweeties'],"['going', 'to', 'sleep', 'bye', '##by', '##e', 'sweetie', '##s']",Going to sleep Byebye sweetie
Thresh is the best,no,"['th', '##resh', 'is', 'the', 'best']","['T', 'h', 'r', 'e', 's', 'h', ' ', 'i', 's', ' ', 't', 'h', 'e', ' ', 'b', 'e', 's', 't']",['Thresh is the best'],"['th', '##resh', 'is', 'the', 'best']",Thresh is the best
I envy my wife's ability to just speak without fear of screwing up  she's rd  gen so her grammar isn't great ,no,"['i', 'envy', 'my', 'wife', ""'"", 's', 'ability', 'to', 'just', 'speak', 'without', 'fear', 'of', 'screwing', 'up', 'she', ""'"", 's', 'rd', 'gen', 'so', 'her', 'grammar', 'isn', ""'"", 't', 'great']","['I', ' ', 'e', 'n', 'v', 'y', ' ', 'm', 'y', ' ', 'w', 'i', 'f', 'e', ""'"", 's', ' ', 'a', 'b', 'i', 'l', 'i', 't', 'y', ' ', 't', 'o', ' ', 'j', 'u', 's', 't', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'w', 'i', 't', 'h', 'o', 'u', 't', ' ', 'f', 'e', 'a', 'r', ' ', 'o', 'f', ' ', 's', 'c', 'r', 'e', 'w', 'i', 'n', 'g', ' ', 'u', 'p', ' ', ' ', 's', 'h', 'e', ""'"", 's', ' ', 'r', 'd', ' ', ' ', 'g', 'e', 'n', ' ', 's', 'o', ' ', 'h', 'e', 'r', ' ', 'g', 'r', 'a', 'm', 'm', 'a', 'r', ' ', 'i', 's', 'n', ""'"", 't', ' ', 'g', 'r', 'e', 'a', 't', ' ']","[""I envy my wife's ability to just speak without fear of screwing up  she's rd  gen so her grammar isn't great""]","['i', 'envy', 'my', 'wife', ""'"", 's', 'ability', 'to', 'just', 'speak', 'without', 'fear', 'of', 'screwing', 'up', 'she', ""'"", 's', 'rd', 'gen', 'so', 'her', 'grammar', 'isn', ""'"", 't', 'great']",I envy my wife 's ability to just speak without fear of screwing up she 's rd gen so her grammar is n't great
