Tweet,Sarcasm,tokens
Sometimes in able to get respect you gotta demand it because if you don't you will keep getting disrespected so speak up ;,no,"['Sometimes', 'in', 'able', 'to', 'get', 'respect', 'you', 'gotta', 'demand', 'it', 'because', 'if', 'you', ""don't"", 'you', 'will', 'keep', 'getting', 'disrespected', 'so', 'speak', 'up', ';']"
Wanted to have webcam so you could see me but I don't know speak English HAHAHAHA,no,"['Wanted', 'to', 'have', 'webcam', 'so', 'you', 'could', 'see', 'me', 'but', 'I', ""don't"", 'know', 'speak', 'English', 'HAHAHAHA']"
"God is currently using so many people to speak to me in ways that I truly need to hear , and it is so incredibly beautiful .",no,"['God', 'is', 'currently', 'using', 'so', 'many', 'people', 'to', 'speak', 'to', 'me', 'in', 'ways', 'that', 'I', 'truly', 'need', 'to', 'hear', ',', 'and', 'it', 'is', 'so', 'incredibly', 'beautiful', '.']"
books are so personal so usually I recommend you go to a physical book store and search until you find books that speak to you,no,"['books', 'are', 'so', 'personal', 'so', 'usually', 'I', 'recommend', 'you', 'go', 'to', 'a', 'physical', 'book', 'store', 'and', 'search', 'until', 'you', 'find', 'books', 'that', 'speak', 'to', 'you']"
really looking forward to work today,no,"['really', 'looking', 'forward', 'to', 'work', 'today']"
ACTIONS WILL ALWAYS SPEAK TO ME SO STFU WITH THE BULLSHIT victory_hand ,no,"['ACTIONS', 'WILL', 'ALWAYS', 'SPEAK', 'TO', 'ME', 'SO', 'STFU', 'WITH', 'THE', 'BULLSHIT', 'victory_hand']"
"  It was so great to see u again  Thanks 4 allowing me the opportunity 2 speak about gratitude  . My pleasure
TrainSen	0	I can write but I cannot speak . I know English but I prefer to speak in Malay . Homagoshh  I feel so stupid . Urghh
TrainSen	0	People say I'm so hard to speak to
TrainSen	0	I'd like to speak to someone at your national office , could you follow back so I can give u more info 
TrainSen	0	I wonder what POTUS listens to when he's in the car enroute to speak . He's in ATL today so I imagine him listening to Pastor Troy or TI .
TrainSen	0	I JUST WANT BILL NYE TO COME TO EUGENE , OREGON SO I CAN HEAR THAT GENIUS OF A MAN SPEAK
TrainSen	0	I don't speak to my mom so that's not that funny
TrainSen	0	I'm so excited to speak at the National Church of God youngadults getaway .
TrainSen	0	you are
TrainSen	0	If you hear the way we speak to eachother you would never guess that We was together for so long the scruff face_with_medical_mask
TrainSen	0	Action speak audible than words you know akr so I rather gesture than ke bue now and not be able to convince you Bua pele
TrainSen	0	I don't fuck with prople smirking_face  so if I was to see you somewhere don't speak to me cause I don't know you OK_hand raised_fist face_with_tears_of_joy face_blowing_a_kiss
TrainSen	0	First day of senior year 
TrainSen	0	So they speak English rather than German  ur not going back to the old country then ;  x
TrainSen	0	God didn't make it so we have to figure Him out He wants to speak with us  SHORT READ  Discerning God's Voice ",no,"['It', 'was', 'so', 'great', 'to', 'see', 'u', 'again', 'Thanks', '4', 'allowing', 'me', 'the', 'opportunity', '2', 'speak', 'about', 'gratitude', '.', 'My', 'pleasure', 'TrainSen', '0', 'I', 'can', 'write', 'but', 'I', 'cannot', 'speak', '.', 'I', 'know', 'English', 'but', 'I', 'prefer', 'to', 'speak', 'in', 'Malay', '.', 'Homagoshh', 'I', 'feel', 'so', 'stupid', '.', 'Urghh', 'TrainSen', '0', 'People', 'say', ""I'm"", 'so', 'hard', 'to', 'speak', 'to', 'TrainSen', '0', ""I'd"", 'like', 'to', 'speak', 'to', 'someone', 'at', 'your', 'national', 'office', ',', 'could', 'you', 'follow', 'back', 'so', 'I', 'can', 'give', 'u', 'more', 'info', 'TrainSen', '0', 'I', 'wonder', 'what', 'POTUS', 'listens', 'to', 'when', ""he's"", 'in', 'the', 'car', 'enroute', 'to', 'speak', '.', ""He's"", 'in', 'ATL', 'today', 'so', 'I', 'imagine', 'him', 'listening', 'to', 'Pastor', 'Troy', 'or', 'TI', '.', 'TrainSen', '0', 'I', 'JUST', 'WANT', 'BILL', 'NYE', 'TO', 'COME', 'TO', 'EUGENE', ',', 'OREGON', 'SO', 'I', 'CAN', 'HEAR', 'THAT', 'GENIUS', 'OF', 'A', 'MAN', 'SPEAK', 'TrainSen', '0', 'I', ""don't"", 'speak', 'to', 'my', 'mom', 'so', ""that's"", 'not', 'that', 'funny', 'TrainSen', '0', ""I'm"", 'so', 'excited', 'to', 'speak', 'at', 'the', 'National', 'Church', 'of', 'God', 'youngadults', 'getaway', '.', 'TrainSen', '0', 'you', 'are', 'TrainSen', '0', 'If', 'you', 'hear', 'the', 'way', 'we', 'speak', 'to', 'eachother', 'you', 'would', 'never', 'guess', 'that', 'We', 'was', 'together', 'for', 'so', 'long', 'the', 'scruff', 'face_with_medical_mask', 'TrainSen', '0', 'Action', 'speak', 'audible', 'than', 'words', 'you', 'know', 'akr', 'so', 'I', 'rather', 'gesture', 'than', 'ke', 'bue', 'now', 'and', 'not', 'be', 'able', 'to', 'convince', 'you', 'Bua', 'pele', 'TrainSen', '0', 'I', ""don't"", 'fuck', 'with', 'prople', 'smirking_face', 'so', 'if', 'I', 'was', 'to', 'see', 'you', 'somewhere', ""don't"", 'speak', 'to', 'me', 'cause', 'I', ""don't"", 'know', 'you', 'OK_hand', 'raised_fist', 'face_with_tears_of_joy', 'face_blowing_a_kiss', 'TrainSen', '0', 'First', 'day', 'of', 'senior', 'year', 'TrainSen', '0', 'So', 'they', 'speak', 'English', 'rather', 'than', 'German', 'ur', 'not', 'going', 'back', 'to', 'the', 'old', 'country', 'then', ';', 'x', 'TrainSen', '0', 'God', ""didn't"", 'make', 'it', 'so', 'we', 'have', 'to', 'figure', 'Him', 'out', 'He', 'wants', 'to', 'speak', 'with', 'us', 'SHORT', 'READ', 'Discerning', ""God's"", 'Voice']"
About to listen to for a third time  I think it's the best I have heard so far . It's the best I have ever heard anyone speak .,no,"['About', 'to', 'listen', 'to', 'for', 'a', 'third', 'time', 'I', 'think', ""it's"", 'the', 'best', 'I', 'have', 'heard', 'so', 'far', '.', ""It's"", 'the', 'best', 'I', 'have', 'ever', 'heard', 'anyone', 'speak', '.']"
haha nice  and thanks  ,no,"['haha', 'nice', 'and', 'thanks']"
"Yes , he is already in my following list . I was so fortunate to speak with him at  post game show in January .",no,"['Yes', ',', 'he', 'is', 'already', 'in', 'my', 'following', 'list', '.', 'I', 'was', 'so', 'fortunate', 'to', 'speak', 'with', 'him', 'at', 'post', 'game', 'show', 'in', 'January', '.']"
I'm so excited to finally met ya  it's like meeting an idol  Hopefully I can speak  ;,no,"[""I'm"", 'so', 'excited', 'to', 'finally', 'met', 'ya', ""it's"", 'like', 'meeting', 'an', 'idol', 'Hopefully', 'I', 'can', 'speak', ';']"
what to do todaay   school work ,no,"['what', 'to', 'do', 'todaay', 'school', 'work']"
haha & I KNOW ME TOO ,no,"['haha', '&', 'I', 'KNOW', 'ME', 'TOO']"
"Congratulations Billy Horschel . In the past three weeks , he's earned $ 1.48 million ",no,"['Congratulations', 'Billy', 'Horschel', '.', 'In', 'the', 'past', 'three', 'weeks', ',', ""he's"", 'earned', '$', '1.48', 'million']"
You do realize i get all the screenshots of your arguements with my bestfriend so change the way you speak to her ,no,"['You', 'do', 'realize', 'i', 'get', 'all', 'the', 'screenshots', 'of', 'your', 'arguements', 'with', 'my', 'bestfriend', 'so', 'change', 'the', 'way', 'you', 'speak', 'to', 'her']"
but the week after they gave me another chance and i got to speak to them  so maybe something rly good will happen soon oo,no,"['but', 'the', 'week', 'after', 'they', 'gave', 'me', 'another', 'chance', 'and', 'i', 'got', 'to', 'speak', 'to', 'them', 'so', 'maybe', 'something', 'rly', 'good', 'will', 'happen', 'soon', 'oo']"
how u talk bout somethin wit a hoee,no,"['how', 'u', 'talk', 'bout', 'somethin', 'wit', 'a', 'hoee']"
hope you enjoy it ,no,"['hope', 'you', 'enjoy', 'it']"
I want to be here ,no,"['I', 'want', 'to', 'be', 'here']"
at least your tried,no,"['at', 'least', 'your', 'tried']"
so happy work has started again,no,"['so', 'happy', 'work', 'has', 'started', 'again']"
Everyone's being so nice today I love it red_heart ,no,"[""Everyone's"", 'being', 'so', 'nice', 'today', 'I', 'love', 'it', 'red_heart']"
"I don't allow people's negative speak , thoughts , or perceptions dictate who I am . So I'll continue to do me & you can stay miserable ",no,"['I', ""don't"", 'allow', ""people's"", 'negative', 'speak', ',', 'thoughts', ',', 'or', 'perceptions', 'dictate', 'who', 'I', 'am', '.', 'So', ""I'll"", 'continue', 'to', 'do', 'me', '&', 'you', 'can', 'stay', 'miserable']"
"wanted to help him but he cant speak and understand english , i feel so bad ",no,"['wanted', 'to', 'help', 'him', 'but', 'he', 'cant', 'speak', 'and', 'understand', 'english', ',', 'i', 'feel', 'so', 'bad']"
"I wish I lived in London , I get on so much better and actually speak to London fans compared to ones from Manchester",no,"['I', 'wish', 'I', 'lived', 'in', 'London', ',', 'I', 'get', 'on', 'so', 'much', 'better', 'and', 'actually', 'speak', 'to', 'London', 'fans', 'compared', 'to', 'ones', 'from', 'Manchester']"
Wow wh a t a great day,no,"['Wow', 'wh', 'a', 't', 'a', 'great', 'day']"
I have  That shits amazing laugh out loud   I never been to Houston so I can't speak on it honestly ,no,"['I', 'have', 'That', 'shits', 'amazing', 'laugh', 'out', 'loud', 'I', 'never', 'been', 'to', 'Houston', 'so', 'I', ""can't"", 'speak', 'on', 'it', 'honestly']"
My days shot ..   ,no,"['My', 'days', 'shot', '..']"
About to become a comedian so I can speak what's on my mind and not get un trouble for it cause I'm a comedian ,no,"['About', 'to', 'become', 'a', 'comedian', 'so', 'I', 'can', 'speak', ""what's"", 'on', 'my', 'mind', 'and', 'not', 'get', 'un', 'trouble', 'for', 'it', 'cause', ""I'm"", 'a', 'comedian']"
well don't you seem friendly,no,"['well', ""don't"", 'you', 'seem', 'friendly']"
 I don't speak to him  so your snapchat lies then  face_with_tears_of_joy thumbs_up,no,"['I', ""don't"", 'speak', 'to', 'him', 'so', 'your', 'snapchat', 'lies', 'then', 'face_with_tears_of_joy', 'thumbs_up']"
That never happens to me laugh out loud,no,"['That', 'never', 'happens', 'to', 'me', 'laugh', 'out', 'loud']"
"yes , his friend shouted at him and was like don't speak to strangers and he was like i know her , so i showed a pic of us",no,"['yes', ',', 'his', 'friend', 'shouted', 'at', 'him', 'and', 'was', 'like', ""don't"", 'speak', 'to', 'strangers', 'and', 'he', 'was', 'like', 'i', 'know', 'her', ',', 'so', 'i', 'showed', 'a', 'pic', 'of', 'us']"
"actions show who someone really is , words just show who they want to be so speak to me with your actions",no,"['actions', 'show', 'who', 'someone', 'really', 'is', ',', 'words', 'just', 'show', 'who', 'they', 'want', 'to', 'be', 'so', 'speak', 'to', 'me', 'with', 'your', 'actions']"
Jackie McMullan is SO right on ATH right now  the NFL needs to stand up for something .. and needs to SPEAK up and do something,no,"['Jackie', 'McMullan', 'is', 'SO', 'right', 'on', 'ATH', 'right', 'now', 'the', 'NFL', 'needs', 'to', 'stand', 'up', 'for', 'something', '..', 'and', 'needs', 'to', 'SPEAK', 'up', 'and', 'do', 'something']"
Woo  So excited  first day of school ,no,"['Woo', 'So', 'excited', 'first', 'day', 'of', 'school']"
"aces . I'll speak to p . Thinking about going away for Chrissy , so may need to save up but one night won't hurt x",no,"['aces', '.', ""I'll"", 'speak', 'to', 'p', '.', 'Thinking', 'about', 'going', 'away', 'for', 'Chrissy', ',', 'so', 'may', 'need', 'to', 'save', 'up', 'but', 'one', 'night', ""won't"", 'hurt', 'x']"
"This makes me so proud . This is my second ever vege garden . Have a vision , learn , speak to people , be open and ",no,"['This', 'makes', 'me', 'so', 'proud', '.', 'This', 'is', 'my', 'second', 'ever', 'vege', 'garden', '.', 'Have', 'a', 'vision', ',', 'learn', ',', 'speak', 'to', 'people', ',', 'be', 'open', 'and']"
Antena  Are these claims the most reliable  ,no,"['Antena', 'Are', 'these', 'claims', 'the', 'most', 'reliable']"
"Outside college already , so me body hurry up and meet me ",no,"['Outside', 'college', 'already', ',', 'so', 'me', 'body', 'hurry', 'up', 'and', 'meet', 'me']"
I won't speak right away but I definitely be peeping so when you try to play me ima bring it up & you gon look stupid like always,no,"['I', ""won't"", 'speak', 'right', 'away', 'but', 'I', 'definitely', 'be', 'peeping', 'so', 'when', 'you', 'try', 'to', 'play', 'me', 'ima', 'bring', 'it', 'up', '&', 'you', 'gon', 'look', 'stupid', 'like', 'always']"
i get so much shit for saying arabic phrases in my day to day life like damn god i speak arabic with my mum daily,no,"['i', 'get', 'so', 'much', 'shit', 'for', 'saying', 'arabic', 'phrases', 'in', 'my', 'day', 'to', 'day', 'life', 'like', 'damn', 'god', 'i', 'speak', 'arabic', 'with', 'my', 'mum', 'daily']"
Hi and bye   ,no,"['Hi', 'and', 'bye']"
Not knowing when people are using ,no,"['Not', 'knowing', 'when', 'people', 'are', 'using']"
  Sex is so disgusting  procreation ,no,"['Sex', 'is', 'so', 'disgusting', 'procreation']"
i heard mrs scheffer got us a sub who can speak spanish now so were actually gonna have to learn stuff weary_face,no,"['i', 'heard', 'mrs', 'scheffer', 'got', 'us', 'a', 'sub', 'who', 'can', 'speak', 'spanish', 'now', 'so', 'were', 'actually', 'gonna', 'have', 'to', 'learn', 'stuff', 'weary_face']"
"When you know something so horrible you have to speak it so it doesn't fester , yet no one else is talking . So awkward . I hate this feeling .",no,"['When', 'you', 'know', 'something', 'so', 'horrible', 'you', 'have', 'to', 'speak', 'it', 'so', 'it', ""doesn't"", 'fester', ',', 'yet', 'no', 'one', 'else', 'is', 'talking', '.', 'So', 'awkward', '.', 'I', 'hate', 'this', 'feeling', '.']"
"a city center to pick up supplies . { I play joust with Rhys as I speak } So , here I am , lumbering through",no,"['a', 'city', 'center', 'to', 'pick', 'up', 'supplies', '.', '{', 'I', 'play', 'joust', 'with', 'Rhys', 'as', 'I', 'speak', '}', 'So', ',', 'here', 'I', 'am', ',', 'lumbering', 'through']"
I wouldn't even mind so much but Rochelle told me yesterday she would come out so I could speak to her and then didn't ..,no,"['I', ""wouldn't"", 'even', 'mind', 'so', 'much', 'but', 'Rochelle', 'told', 'me', 'yesterday', 'she', 'would', 'come', 'out', 'so', 'I', 'could', 'speak', 'to', 'her', 'and', 'then', ""didn't"", '..']"
Rat Goo to sleep ughh,no,"['Rat', 'Goo', 'to', 'sleep', 'ughh']"
People really fake and be so quick to speak on how real they are laugh out loud,no,"['People', 'really', 'fake', 'and', 'be', 'so', 'quick', 'to', 'speak', 'on', 'how', 'real', 'they', 'are', 'laugh', 'out', 'loud']"
Just so you know even if you don't want to speak to me i'm within my rights to use public tweets ,no,"['Just', 'so', 'you', 'know', 'even', 'if', 'you', ""don't"", 'want', 'to', 'speak', 'to', 'me', ""i'm"", 'within', 'my', 'rights', 'to', 'use', 'public', 'tweets']"
Thanks  twas lovely to see you guys too  So pleased you like the pouches . Speak soon  ,no,"['Thanks', 'twas', 'lovely', 'to', 'see', 'you', 'guys', 'too', 'So', 'pleased', 'you', 'like', 'the', 'pouches', '.', 'Speak', 'soon']"
"I'm gone sweep you off yo feet til you can't breathe , cant speak . Put you to sleep so deep up in yo crease . You can't compete",no,"[""I'm"", 'gone', 'sweep', 'you', 'off', 'yo', 'feet', 'til', 'you', ""can't"", 'breathe', ',', 'cant', 'speak', '.', 'Put', 'you', 'to', 'sleep', 'so', 'deep', 'up', 'in', 'yo', 'crease', '.', 'You', ""can't"", 'compete']"
Getting hit up with that ntb .   ,no,"['Getting', 'hit', 'up', 'with', 'that', 'ntb', '.']"
Oh please don't care to much .,no,"['Oh', 'please', ""don't"", 'care', 'to', 'much', '.']"
That senior assembly really made my day . ,no,"['That', 'senior', 'assembly', 'really', 'made', 'my', 'day', '.']"
I really don't need to look up your name on twitta because I know so much from people you speak too . So watch who you trust bud ..,no,"['I', 'really', ""don't"", 'need', 'to', 'look', 'up', 'your', 'name', 'on', 'twitta', 'because', 'I', 'know', 'so', 'much', 'from', 'people', 'you', 'speak', 'too', '.', 'So', 'watch', 'who', 'you', 'trust', 'bud', '..']"
there's so much Joel on my dash this is fuckign unacceptable I NEEd TO SPEAK T O A MANAGER,no,"[""there's"", 'so', 'much', 'Joel', 'on', 'my', 'dash', 'this', 'is', 'fuckign', 'unacceptable', 'I', 'NEEd', 'TO', 'SPEAK', 'T', 'O', 'A', 'MANAGER']"
I really hope you were able to speak to him . Bullying is my big Thing . Go a bit mad  effects last for so long ,no,"['I', 'really', 'hope', 'you', 'were', 'able', 'to', 'speak', 'to', 'him', '.', 'Bullying', 'is', 'my', 'big', 'Thing', '.', 'Go', 'a', 'bit', 'mad', 'effects', 'last', 'for', 'so', 'long']"
wallah I'm so done with you Ibrahim . What did I speak to you about today loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face face_with_tears_of_joy weary_face,no,"['wallah', ""I'm"", 'so', 'done', 'with', 'you', 'Ibrahim', '.', 'What', 'did', 'I', 'speak', 'to', 'you', 'about', 'today', 'loudly_crying_face', 'loudly_crying_face', 'loudly_crying_face', 'loudly_crying_face', 'face_with_tears_of_joy', 'weary_face']"
Ever have something so scary going on you are afraid to speak about it ,no,"['Ever', 'have', 'something', 'so', 'scary', 'going', 'on', 'you', 'are', 'afraid', 'to', 'speak', 'about', 'it']"
i dont speak alien so dont bother to invite me to dang      _    % ^ $ it is  peace,no,"['i', 'dont', 'speak', 'alien', 'so', 'dont', 'bother', 'to', 'invite', 'me', 'to', 'dang', '_', '%', '^', '$', 'it', 'is', 'peace']"
I have the besst sister ever ..,no,"['I', 'have', 'the', 'besst', 'sister', 'ever', '..']"
Elijah omfg I love thaat  laugh out loud,no,"['Elijah', 'omfg', 'I', 'love', 'thaat', 'laugh', 'out', 'loud']"
physical therapy  ughh,no,"['physical', 'therapy', 'ughh']"
I know that I'll love it but my fave country is Denmark cuz my love is there I want to go to Germany cuz I speak german so I don't know,no,"['I', 'know', 'that', ""I'll"", 'love', 'it', 'but', 'my', 'fave', 'country', 'is', 'Denmark', 'cuz', 'my', 'love', 'is', 'there', 'I', 'want', 'to', 'go', 'to', 'Germany', 'cuz', 'I', 'speak', 'german', 'so', 'I', ""don't"", 'know']"
I feel so lucky to say that I was able to hear speak to RCAH today  Thank you ,no,"['I', 'feel', 'so', 'lucky', 'to', 'say', 'that', 'I', 'was', 'able', 'to', 'hear', 'speak', 'to', 'RCAH', 'today', 'Thank', 'you']"
fucking so angry don't even speak to me,no,"['fucking', 'so', 'angry', ""don't"", 'even', 'speak', 'to', 'me']"
god is arrogant and egotistical so he would never speak to humans on an even level . He has to be the higher entity or you're dead .,no,"['god', 'is', 'arrogant', 'and', 'egotistical', 'so', 'he', 'would', 'never', 'speak', 'to', 'humans', 'on', 'an', 'even', 'level', '.', 'He', 'has', 'to', 'be', 'the', 'higher', 'entity', 'or', ""you're"", 'dead', '.']"
"if they wanted to speak privately , they should have requested so prior to saying things they wanted to keep private .",no,"['if', 'they', 'wanted', 'to', 'speak', 'privately', ',', 'they', 'should', 'have', 'requested', 'so', 'prior', 'to', 'saying', 'things', 'they', 'wanted', 'to', 'keep', 'private', '.']"
Westfield full of children now   ,no,"['Westfield', 'full', 'of', 'children', 'now']"
Bounce with me Bounce with me ,no,"['Bounce', 'with', 'me', 'Bounce', 'with', 'me']"
yess .. u r rockstar .. so let ppl speak .. kuch to log khenge logon ka kam hai kehna .. we luv u kp,no,"['yess', '..', 'u', 'r', 'rockstar', '..', 'so', 'let', 'ppl', 'speak', '..', 'kuch', 'to', 'log', 'khenge', 'logon', 'ka', 'kam', 'hai', 'kehna', '..', 'we', 'luv', 'u', 'kp']"
My night tho   ¦  ,no,"['My', 'night', 'tho', '¦']"
"I honestly think that you speak to so many different topics in a voice that hits home , that you need a talk show .",no,"['I', 'honestly', 'think', 'that', 'you', 'speak', 'to', 'so', 'many', 'different', 'topics', 'in', 'a', 'voice', 'that', 'hits', 'home', ',', 'that', 'you', 'need', 'a', 'talk', 'show', '.']"
How lovely . It's too damn hot in the bed . Let's stay awake for another night ,no,"['How', 'lovely', '.', ""It's"", 'too', 'damn', 'hot', 'in', 'the', 'bed', '.', ""Let's"", 'stay', 'awake', 'for', 'another', 'night']"
Going to sleep  Byebye sweeties  ,no,"['Going', 'to', 'sleep', 'Byebye', 'sweeties']"
Thresh is the best,no,"['Thresh', 'is', 'the', 'best']"
I envy my wife's ability to just speak without fear of screwing up  she's rd  gen so her grammar isn't great ,no,"['I', 'envy', 'my', ""wife's"", 'ability', 'to', 'just', 'speak', 'without', 'fear', 'of', 'screwing', 'up', ""she's"", 'rd', 'gen', 'so', 'her', 'grammar', ""isn't"", 'great']"
I don't speak doctor  So y'all need to dumb down this medical talking down just a bit ,no,"['I', ""don't"", 'speak', 'doctor', 'So', ""y'all"", 'need', 'to', 'dumb', 'down', 'this', 'medical', 'talking', 'down', 'just', 'a', 'bit']"
A other meeting . I'm so fucking happy ,no,"['A', 'other', 'meeting', '.', ""I'm"", 'so', 'fucking', 'happy']"
Thank you so much  I wanted to speak with you also but I figured the young ladies should get the chance . I'll email you soon ,no,"['Thank', 'you', 'so', 'much', 'I', 'wanted', 'to', 'speak', 'with', 'you', 'also', 'but', 'I', 'figured', 'the', 'young', 'ladies', 'should', 'get', 'the', 'chance', '.', ""I'll"", 'email', 'you', 'soon']"
Ahaha oh my god it's so funny when you find out funny as fuck stuff about people you used to speak to,no,"['Ahaha', 'oh', 'my', 'god', ""it's"", 'so', 'funny', 'when', 'you', 'find', 'out', 'funny', 'as', 'fuck', 'stuff', 'about', 'people', 'you', 'used', 'to', 'speak', 'to']"
I moved from the couch to the bed . ,no,"['I', 'moved', 'from', 'the', 'couch', 'to', 'the', 'bed', '.']"
I ' ll find a way to get to youu ' ♡,no,"['I', ""'"", 'll', 'find', 'a', 'way', 'to', 'get', 'to', 'youu', ""'"", '♡']"
"I find myself frustrated to . But as a VC leader , a bit reluctant to speak out so vocally .",no,"['I', 'find', 'myself', 'frustrated', 'to', '.', 'But', 'as', 'a', 'VC', 'leader', ',', 'a', 'bit', 'reluctant', 'to', 'speak', 'out', 'so', 'vocally', '.']"
you don't speak to me so I guess you  never mind,no,"['you', ""don't"", 'speak', 'to', 'me', 'so', 'I', 'guess', 'you', 'never', 'mind']"
back at the wonderful WCC tomorrow .,no,"['back', 'at', 'the', 'wonderful', 'WCC', 'tomorrow', '.']"
I wouldn't speak to anyone properly because I was so happy and then so depressed,no,"['I', ""wouldn't"", 'speak', 'to', 'anyone', 'properly', 'because', 'I', 'was', 'so', 'happy', 'and', 'then', 'so', 'depressed']"
"i cant speak for other single moms but its hard for me to wanna start dating . my child means the world to me , and so does my inner peace",no,"['i', 'cant', 'speak', 'for', 'other', 'single', 'moms', 'but', 'its', 'hard', 'for', 'me', 'to', 'wanna', 'start', 'dating', '.', 'my', 'child', 'means', 'the', 'world', 'to', 'me', ',', 'and', 'so', 'does', 'my', 'inner', 'peace']"
I feel so down and shitty today I just want to curl up in bed and not speak to anyone,no,"['I', 'feel', 'so', 'down', 'and', 'shitty', 'today', 'I', 'just', 'want', 'to', 'curl', 'up', 'in', 'bed', 'and', 'not', 'speak', 'to', 'anyone']"
I'm so excited to hear speak tonight at the mix  You guys aren't going to want to miss this ,no,"[""I'm"", 'so', 'excited', 'to', 'hear', 'speak', 'tonight', 'at', 'the', 'mix', 'You', 'guys', ""aren't"", 'going', 'to', 'want', 'to', 'miss', 'this']"
My co workers are so sweet . They're really nice to me . Maybe it's cuz they don't speak English most of the time  grimacing_face laugh out loud,no,"['My', 'co', 'workers', 'are', 'so', 'sweet', '.', ""They're"", 'really', 'nice', 'to', 'me', '.', 'Maybe', ""it's"", 'cuz', 'they', ""don't"", 'speak', 'English', 'most', 'of', 'the', 'time', 'grimacing_face', 'laugh', 'out', 'loud']"
I don't want friends that I have to speak to everyday so that they know that we're still friends,no,"['I', ""don't"", 'want', 'friends', 'that', 'I', 'have', 'to', 'speak', 'to', 'everyday', 'so', 'that', 'they', 'know', 'that', ""we're"", 'still', 'friends']"
So apparently you used to speak to connor maynard face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,no,"['So', 'apparently', 'you', 'used', 'to', 'speak', 'to', 'connor', 'maynard', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy']"
Yes so it seems . How are you Xert .  Long time no speak  Hello Flip nice to meet you,no,"['Yes', 'so', 'it', 'seems', '.', 'How', 'are', 'you', 'Xert', '.', 'Long', 'time', 'no', 'speak', 'Hello', 'Flip', 'nice', 'to', 'meet', 'you']"
Story of my life .,no,"['Story', 'of', 'my', 'life', '.']"
"thank you so much , I wrote it myself  and cried while writing it  . I just wish I could speak to her one last time and stop ",no,"['thank', 'you', 'so', 'much', ',', 'I', 'wrote', 'it', 'myself', 'and', 'cried', 'while', 'writing', 'it', '.', 'I', 'just', 'wish', 'I', 'could', 'speak', 'to', 'her', 'one', 'last', 'time', 'and', 'stop']"
People need to think before they speak . Words can do so much damage .,no,"['People', 'need', 'to', 'think', 'before', 'they', 'speak', '.', 'Words', 'can', 'do', 'so', 'much', 'damage', '.']"
Just got a taste of Sunday's sermon from  Isaiah 41 is going to speak so much hope in God into our hearts ,no,"['Just', 'got', 'a', 'taste', 'of', ""Sunday's"", 'sermon', 'from', 'Isaiah', '41', 'is', 'going', 'to', 'speak', 'so', 'much', 'hope', 'in', 'God', 'into', 'our', 'hearts']"
"So dad , if you haven't noticed ; I can barely speak . So what makes you think I want to tell you about my weekend and day today ",no,"['So', 'dad', ',', 'if', 'you', ""haven't"", 'noticed', ';', 'I', 'can', 'barely', 'speak', '.', 'So', 'what', 'makes', 'you', 'think', 'I', 'want', 'to', 'tell', 'you', 'about', 'my', 'weekend', 'and', 'day', 'today']"
Thank you for coming to UCO to speak to us  So inspiring and empowering  ,no,"['Thank', 'you', 'for', 'coming', 'to', 'UCO', 'to', 'speak', 'to', 'us', 'So', 'inspiring', 'and', 'empowering']"
No shame in that .,no,"['No', 'shame', 'in', 'that', '.']"
Bitches know so much til it's time to speak up  then you hear crickets,no,"['Bitches', 'know', 'so', 'much', 'til', ""it's"", 'time', 'to', 'speak', 'up', 'then', 'you', 'hear', 'crickets']"
"If I get to speak to such amazing people , I wouldn't know what I'd do , they're so sweet , and loving  ",no,"['If', 'I', 'get', 'to', 'speak', 'to', 'such', 'amazing', 'people', ',', 'I', ""wouldn't"", 'know', 'what', ""I'd"", 'do', ',', ""they're"", 'so', 'sweet', ',', 'and', 'loving']"
Bromance is the key ,no,"['Bromance', 'is', 'the', 'key']"
IF I HAD VINE I WOULD SPEAK IN SPANISH TO CONFUSE YOU FAYE SO MEH,no,"['IF', 'I', 'HAD', 'VINE', 'I', 'WOULD', 'SPEAK', 'IN', 'SPANISH', 'TO', 'CONFUSE', 'YOU', 'FAYE', 'SO', 'MEH']"
"I'm finally relaxed and chilling , but I so had to speak to boo",no,"[""I'm"", 'finally', 'relaxed', 'and', 'chilling', ',', 'but', 'I', 'so', 'had', 'to', 'speak', 'to', 'boo']"
happy birthday ,no,"['happy', 'birthday']"
It's going to be a great day,no,"[""It's"", 'going', 'to', 'be', 'a', 'great', 'day']"
I probably won't win this but it would be so amazing to speak with them ,no,"['I', 'probably', ""won't"", 'win', 'this', 'but', 'it', 'would', 'be', 'so', 'amazing', 'to', 'speak', 'with', 'them']"
Feels so cool being able to speak to the natives en espanol  I wish I knew Catalan,no,"['Feels', 'so', 'cool', 'being', 'able', 'to', 'speak', 'to', 'the', 'natives', 'en', 'espanol', 'I', 'wish', 'I', 'knew', 'Catalan']"
I mean you tell me to speak to you when I see you but you dead look at me and walk away so I don't know . sleeping_face,no,"['I', 'mean', 'you', 'tell', 'me', 'to', 'speak', 'to', 'you', 'when', 'I', 'see', 'you', 'but', 'you', 'dead', 'look', 'at', 'me', 'and', 'walk', 'away', 'so', 'I', ""don't"", 'know', '.', 'sleeping_face']"
