Tweet,Sarcasm
There's a new girl from Columbia coming to my school & she doesn't speak English & I wanna help her & make friends but so many people voluntee +,no
if my eyes could speak  They'd say everything that comes to my mind everytime I see someone  So better if they can't speakXD,no
I perfer not to speak to you at all so is there anything else hoe,no
So congress essentially asked this moron to keep his mouth shut .,no
"' Actions have reactions so don't be quick to judge , you may not know the hardships people don't speak of '",no
That woman on Jeremy Kyle would so get it,no
Jus foolin tho 2 chainz,no
"Just home from uni and I'm knackered , have no energy to do anything . Who'd of thought listening to people speak is so tiring  ",no
Taking applications .     ,no
Thank you so much for your time today . Please stay safe and I hope to speak with you again . Pags,no
I don't know wat breed i . Chasing before i speak to em . So how ima know which breed ,no
Wao sparkles  I want to visit the US 🇺 🇸 I'm in Japan raising_hands so I can't speak English well  oh my god  tired_face,no
"Hi Julie , do u have info for whom I can speak w  about arranging Cub Scout visit to the studio  Thx so much if u can help ",no
Yes  So I decided to speak English on twitter from now on ,no
BORED 2 DEATH ,no
These boys make me so happy and so would me getting the opportunity to speak to them  Please sparkling_heart folded_hands sparkles ,no
Tomlinson can follows me  xx ,no
I didn't say you could talk to me bitch . So don't speak person_gesturing_NO,no
macc that's fantastic  ,no
i hate friends . they get so offended when you don't speak to them for 6 months,no
thanks for the follow guys   x,no
i want to party ' ,no
"i find it so funny when customers ask to speak to the manager , shit go ahead lmfao",no
ahaha aww  how  where did you learn to speak English so well ,no
"I like to speak to old people , you could just learn so much from them",no
great weather for my last day of summer,no
"I do not mean to be so rude , still , I must speak frankly , Mr . Shankly",no
I fucking hate you so much . Your an absolute disgrace  Don't even speak to me ever again .,no
I feel strangely elated because im so used to seeing my friends speak in Spanish and not understanding but now I can use Tagalog with ppl,no
"Great to see you guys , thank you so much for coming  Speak soon ",no
Hoes these days  ,no
Actually goin to school tomorrow  x,no
Thankful that GOD blessed me wit another day,no
This lab class boring af,no
my ex is gonna start watching fairy tail im so happy i'll be able to speak to him about it,no
Been in the UK so I'm just catching up with Saturated  can't wait to hear God speak through your sermon ,no
gonna teach him how to properly speak in english and etc my life is so so nul a chier but awespme at the same time,no
MilesLong they don't listen  seriously,no
I learned how to speak Dutch so I can communicate with you two ‚ & — 5 € ¢   √ π ¶ registered,no
He said I'm so hard to get & iont acknowledge him of even speak weary_face .. That's funny face_with_tears_of_joy iont even know him Thoe neutral_face,no
If the temp is  4 it is very unlikely to be a fault so speak to the train manager who maybe able to assist .,no
"Hi Jacob , When are you free so need to speak with you my brother re all things discussed at launch laugh out loud  holla at me asap plse",no
I feel so awkward when people start to speak to me in Spanish and I have to tell them that I don't speak it person_getting_massage,no
I just got along with it most of the time so I don't have to speak to them at all .,no
Yesterday I was told that I speak from my stomach that's why people don't hear my voice clearly so I'm trying to sound a little bit squeaky .,no
follows so many of my friends like babe if you wanna know about me just speak to me face_with_tears_of_joy red_heart ,no
I have no idea of what you speak of bday celebrations mine was 2 weeks ago so I have no celebrating to do,no
Phootshoot wid my babyy deviya  ,no
"ah Doug , you leave the door open to so many jokes but my Canadian politeness won't allow me to speak ",no
Bitches have so much animosity towards me but NEVER speak on it to ME ,no
I know oh my god by the way I have to go to school now so speak later byee ^ . ^,no
Yo so Dennis Rodman is going to Iraq and Syria to speak with leaders of ISIS  Yo this mother fucker is stupid crazy,no
I'm so excited to hear Fr . Greg speak . His book tatoos on the heart is amazing .,no
In such a good mood today ,no
I can speak to you so honestly . musical_notes,no
But yet again I don't speak to anyone important so I can't complain ab conversations lmao,no
What a hard day of school  haha,no
I feel u everybody started dickeating Andrea like she was doin something so I had to speak weary_face,no
i really want to learn to speak spanish it's so beautiful,no
tattoos all over   ,no
bitches be so quick to speak on what they  HEARD  unamused_face expressionless_face,no
"I can't speak for everyone but to me those things are true . I love you , I care , you mean so much to me , and life",no
"I get so nervous to speak to people now , I can't even get my words out wtf",no
You want to speak so bad . I can tell sweetie  Just speak,no
it was ,no
Him opening up to Me & telling me things dat he can't speak about to other ppl means so much flushed_face relieved_face raising_hands,no
I wish you niggas stop reporting my Life to My BD only one Nigga can speak on my where abouts SO IF U NOT SHAWN YU CANT CHECK SHIT TF unamused_face enraged_face,no
Every time somebody does something that really irritates me I remember it and eventually they do it so much that I don't speak to them laugh out loud,no
"Confession Def  Female masturbation Publicaly speak to ur friends about using ur vibrator last night , so good that infact you saw god .",no
Tea Tonight,no
Testing 1 2 ,no
New Rings collection ,no
My family gets so mind blown when I speak french to people,no
" I don't speak English , but I have to tell you what's going on .   Piazza  I said goodnight , but the game is tied so I'm up .   Me",no
"Was at few yrs back to see speak , & Ms . Bechdel lent me her phone so I could call    ",no
i read an interview she did once and she said she is very emotional so songs like that speak to her,no
I love my mom . She is such a great support system when I'm stressed .,no
Attention seeking sluts    unfollow,no
Jacob Whitesides is a beautiful human being and I would just be happy to speak to him he seems so cool wth,no
Don't want to speak too soon but I actually really like A level so far,no
I hope it is . shaking my head I hate English . We already speak it . And I'm damn sure no one in here wants to be an author so what's the point,no
That's awesome,no
I dont wanna talk to nobody but cameron today . Im really sad even though it ion seem like it so victory_hand best if ion speak .,no
"So cool to hear one of my favorite thinkers and authors , speak at ",no
"` Never grow up , my friends ' . ",no
i have a lot of pinoy friends so i wanted to learn how to speak tagalog so that i can talk to them,no
Thanks so much great to speak to you . Stay in touch ,no
"Hi Jack , Sky News would be very keen to speak to you about this . Please would you follow so I can DM ",no
"Every time I speak to my mother , afterwards I have this emptiness in my heart because I feel like shes so far from me . I miss living with her",no
Ooomf Got Me sprung Already  ,no
"Sometimes you simply need to speak about direct experiences . This one's about death , so be forewarned  ",no
I can't wait to speak to my baby today so she can tell me how her day was,no
I know  Honestly I'm really happy you understand what I'm saying . It's the most stressful thing for me to just speak up so I,no
Everyone else is like so cool around Luke and talk to him normally where as I go all shy and don't even speak bc I'm scared he won't like me,no
The true fans would like to speak to him due to the current problems but would do so in a civil and respectful manner,no
I would try to speak Spanish for you but I can't so .. hi .,no
"No ride to school today , goodthing",no
Actions speak louder than words . But every girl loves to be sweet talked . So makes that a mixed msg  Haha,no
"hi , i wish to speak with you so hmu on my cell",no
"Good  How are you too  I've always wanted to speak to foreigner  I'm so grad . If you don't mind , shall we talk from now on ",no
How are these kids getting so into this presentation  I'm about to stand up there and speak like a fuckin pole,no
Every day started w N210 is a great day grinning_face_with_sweat,no
I know something somebody don't . speaknoevil_monkey but it's not my business to speak upon it so hot_beverage  .,no
"I could give it to you , but I know ya'll sensitive , so , Im gonna let time speak for me , do you",no
When people speak about their passion  interest it just makes me so happy to see that spark in their eyes & smile on their face ,no
"I could live here , could you ",no
First & foremost  all guests are safe . I would like to give you a contact  so you can speak directly w  someone  I will dm you,no
yes he speaks it very well . All the gujju community will be happy to hear him speak it so well .,no
First test of the year in physics today ,no
I can speak to you so honestly I can't even run any game I can hear a million angels singing in my ears when I say your name,no
Why tf are you trying so hard to speak like you are uneducated ,no
Today was an ok day,no
"if the other girls in my grade try to talk to him , ill cut off their tongues so they lose the ability to speak ",no
by more than the person speak ill of you I do not care I like you for you to be so,no
iFrames are the way forward,no
Glad I can speak Spanish . Being able to only speak one language must be so boring ZZZ,no
I hate Wednesday's because non of my friends finish early so I'm just left with nobody to speak to until .0  4 until they finish,no
"I don't get what y'all get outta Martin , its funny sometimes but y'all speak so highly off it and its regular to me",no
Every day I'm scared to go to French because my professor doesn't speak english in class and I've never taken french before so I'm like face_without_mouth,no
If I knew how to speak French then maybe I could do the homework for it buutt i dont so i cant do the home work . face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,no
"Ah , i speak dutch so i understand some words . But were is Austria , is it near to Germany ",no
"fashion is a big thing for me , so if you have no fashion sense don't speak to me x",no
My first language is french and I've been to england all summer so now I speak perfectly english and stuff but I'm afraid to forget it  o,no
Great to see speak in the very room where so many called for his release  ,no
If we have the right to speak then why are so many of us punished for speaking our mind,no
When Ukrainian lawmakers tries to pass anti protesting laws ,no
"Ffs go away , I don't want to speak to you so stop trying to contact me on every fucking thing",no
A Girl Be So Quick To Tell You How Wrong You Did Her But Never Speak Up On How Good You Treated Her,no
I feel like I always have to speak louder on the 15th and 16th of the month at work because so many old people,no
Bitches so fucking goofy just looking for a fucking reason to speak to me  Like bitch you're a fucking fan ,no
I think we don't have school tomorrow ,no
you don't realise how much ily you make me so happy & proud I wish I could speak to u every single day it would make me smile,no
"My day so far  got hit by a kid on a bike , and got told to never speak to you again . Okay happy Monday smiling_face_with_smiling_eyes",no
why is it so hard to speak to someone in the UK   ,no
"I ain't tripping though , shidd ..",no
I'm Finna start being so stiff on these hoes smirking_face my text back game finna be weak my walk by ya and don't speak game is to,no
My goodness seems like my tweets are all from my mind . I'm sorry I like to speak out my mind . So excuse me if you hate that,no
"I feel like its something mfs need to say to me , if so speak up ",no
I can't speak to your preferences . But I can say that this is the 1st big AAPL initiative so completely tied to existing ecosystem,no
"people expect more time to speak I love you , I'm sorry , forgive me , time is precious , so I'll talk to whom I love ;",no
i don't know how to speak to people i'm so weird and i babble too much,no
"I feel bad that I don't speak to either so much , but we're all doing our own thing and we talk occassionally",no
i cant believ eim compltely unable to speak like this is so weird,no
"You use things and then you just leave it there for someone else to clean it up for you , so don't tell me to  speak for myself  when mom and",no
She about to text yuh Kkold,no
Watch now for Electi on Roundtable on ,no
I can't even speak to my brother on the phone I miss him so much crying_face,no
Immortal Technique  That's What It Is . ,no
Robs singing is beautiful ,no
I'm so fucking liberated to speak my mind . It took for me to become a writer to do it .,no
I would not expect this from  ,no
DNC convention next week can't wait,no
when i saw her walking down the street she looked so fine i just had to speak,no
"My dad is so fucking rude , like don't speak to me",no
Should be another grand day,no
"Thanks so much , I'll DM her . Would be good to speak .",no
I kno I say this all the time but the girl care taking my position is SO annoying whenever someone asks to speak to the manager she says,no
Stupid android   ,no
A great TED Talk on  How to speak so that people want to listen  . Learn to command a room or speak with empathy ,no
When i saw her walking down the street she look so fine i just had to speak,no
 Dang boy it smells  .   lmao,no
I didn't even speak to girls while I was with you so how  laugh out loud plus you have a boyfriend why are u worried about ur exes laugh out loud,no
I Could Teach U Man & Milk But I Must Stand b4 God & Jesus & Give Full Account of Every Word I Speak So Ive Learn To Teach God & Jesus Amen,no
If you so much as speak to your bestfriends ex in the real world you are exiled,no
can't wait to play tonight,no
"you're right , you're always right .",no
I have so many memories with a lot of people I don't even speak to anymore hundred_points,no
I'll dead ass walk pass people I know and act like I'm on my people so I won't have to speak if I don't feel like talking,no
"I'm going to examine this mouth to figure out how it works so I can speak , and you're next  Park",no
so there we have to speak the arabic language not the dialect ,no
"Congratulations to Katrina Spooner , who has been asked to speak at the ElderCouncil this Friday  We are so proud ",no
Cant wait to get back to nice hot sunny England,no
"I don't know where I am going to rest my head tonight , so I won't promise that I'll speak to you today",no
I would love to speak with you so that the issue can be resolved .,no
Hope you're happy . ,no
I don't beg person_gesturing_NO for FRIENDS people_with_bunny_ears so whether you speak to me or not I don't give a FLYING f  ckk . nail_polish   ,no
"If only I could speak English , I would be able to talk with you more speaknoevil_monkey rainbow This is so sad crying_face",no
thanks so much  very interesting to hear speak in a moment ,no
he's experienced,no
me to,no
person_getting_massage  a don't even know haha  used to be so close but things are fucked . gorgeous and amazing personality but things have changed . dnt speak x,no
My english teacher told me yesterday to write and speak in english as much as I can so that's what I'm going to do,no
' There see that wasn't so hardThe votes are in you'll live to speak another day but don't push it''Oh you haven't Cont,no
"IF these gov . pple care so much about DV , why don't they pass  so women  men can be free to speak up about it ",no
Funny coffee mugs that speak the truth so you don't have to via,no
So nice to be back,no
Thanks so much for your time today Freddie . Was great to speak to you and I hope the academy is a huge success .,no
I don't know y but I get so nervous when I have to speak Spanish .. downcast_face_with_sweat,no
God  Why does she have to speak  Why  How I wish politics was a singles Tennis  Would have been so easy & painless ,no
When someone expects you to speak  You didn't speak to me so why should I  ,no
I'm so excited to hear speak today  Thanks,no
"If you're in NY , we'd love to have you speak on  for   So important to have diversity in   ",no
"I can speak so eloquently , that you won't have a chance to deny me ",no
Thanks your tweets are great,no
I love seeing Pretty People,no
"If you wish ten good things for your country , one might , thanks to God , be granted  so , speak well of self , family and country",no
The Internet   Entertainment or a Weapon ,no
ilet dhese hoes think what thy wonna,no
If you speaking to me speak of nothing but the truth so help you god ,no
"Everyone getting the same message I don't know why they so afraid to speak it , speak it my peeps cuz what you feel is real",no
 I can't talk in front of men .  Girls have so much to offer . But they are afraid to speak .         ,no
i dont have the right to speak . so i guess i better shut myself up .,no
"If given the opportunity to speak to every young cat today , I'd tell ' em to not worry so much . There'll be bigger problems later on in life .",no
I don't think so  I want to speak fluently like u ,no
A boy being able to speak another language is so attractive,no
I don't know why Nicki fans going so hard face_with_tears_of_joy ya girl was rapping about big dicks & fat asses why would they want her to speak to children,no
Sometimes I cant even be bothered to speak so I just stare at people when they talk to me,no
"agree  So many entry levels sit paralyzed to speak , but millennials are the ones developing new trends  ",no
Wanting to speak to someone so badly but can't is the worst,no
Sometimes you have to get out of your routine so God can speak to you in a nonroutine ways . ,no
Tryna braid my own hair     Hardest thing ever ,no
Thanks so much for taking time out to speak to me though . Amy had some amazing fans you're testament to that ,no
i chelleTary and i have that 1D swag .,no
Thank you . Am off to bed here too . Let's speak very soon and you can fill me in . Weather is SO good am expecting to see you  X,no
I follow so many ppl on social networks but they look in my face but don't speak . It's okay to speak I don't bit ,no
i don't rly know how to persevering_face too shy  introverted to speak on it so i stay waking people up thru my writing  but i'd rly like to,no
Gonna see you in like 2 seconds buut I won't be able to speak so HAPPY BIRTHDAY kissing_face_with_smiling_eyes sparkling_heart,no
I really have to think before I speak im so cheeky to new people ,no
I really want to learn how to speak French . French just sounds so cool .,no
"you'd think someone empowered to speak for equal rights   for gays , for blacks , for anyone   would do so . but you would not be panchito .",no
I live for this video,no
RT  Tara reveals more teaser images for  Sexy Love ,no
Every Aquarius I know sounds so funny when we try to speak current slang ,no
ppshtt  nahh is and understatement ,no
This man breath stink so bad sitting next to me I gotta hold my breath every time he speak weary_face unamused_face,no
Ah  [ His head tilted everso slightly as he continued to speak . ] How so ,no
Clearly devastated I missed R . I . O at Leeds,no
"First of all , nice to meet you follow the valleys , I'm Italian so maybe you can follow me speak better",no
"if I say idc then that means idc , so you will never hear me speak to much on something Idc about .. you bitches care fr",no
Find it so funny that you won't speak to me cause you think my best friends my boyfriend face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy raised_fist raised_fist raised_fist raised_fist,no
Thank you so much  I just had a missed call which I fear was them  I was in a meeting  fingers x'd we get to speak later x,no
"I don't like so don't look at me , speak to me or breathe the same air as me victory_hand ",no
so then the PM should speak to the states . Not throw out the women or even have his MPs say so .,no
i have to meet a girl tomorrow for a project and im so nervous im so awkward and cant speak swedish fml ,no
Everybody is always picking on  firms . Even asking them to pay  .,no
"I hate I think faster then I speak , I have so much to say and get tongue tied ",no
God is so faithful to speak vision and destiny in our hearts as we follow Him . Ever moving us forward in the ,no
The Natalee Holloway movie makes me wanna cry,no
My dreadlocks were  ,no
This little girl came to my job with her parents & she didn't speak English she looked so lost & she tried to talk to me but she couldn't pensive_face,no
is it wrong ,no
I don't speak to them in real life so am I fuck gonna converse with them via a social media site .. Bloody weirdos,no
Just read message . I understand him fully . It's so difficult not being able to speak your mind in the industry sometimes,no
No Mom . I don't want to do your errands  ,no
you ever think lawyers get so entrenched with legalese they don't know how to speak casual English anymore ,no
hihi its a vacation .. they myt not hav to speak at all  so thats alright .. hehehe,no
  kwisp 1179 need to speak soon as I'm a mooking our honeymoon to Mauritius so need some tips etc  all the ,no
yes  he tried very hard to speak english ^ ^ it made me happy  he's so kind and cute,no
Thanks so much for coming to speak You were perfect ,no
"Here's to the shy , self conscious people who think so much and speak so little , don't think they get enough recognition to be honest .",no
Venus is playing so badly ,no
"I don't like that when I'm being nice people speak to me so rudely , shit Fuck you too .",no
Don't mind me . I have a lot of thoughts and no one to speak to . So I'll just speak aloud and hope someone hears me .,no
If I know you don't like me I'll make sure I talk to you so you have to speak back  face_with_tears_of_joy thumbs_up,no
Graphics and maths next  yay ,no
i don't speak to romee for so long,no
I feel so sad when I don't speak to Dim all day pensive_face still feels wrong,no
Polka dots and gold glitter specs = ,no
"Good thing we didn't buy that holding mid we certainly don't need , eh ",no
Got to finish these oh so interesting readings though,no
I mean I speak in English most of the time but I don't speak A LOT and I realised that I have to speak so much at college to everyone my jaw,no
Why Pakistani media give so much importance to Altaf Hussain . All channels showing his video speech . Drunk bastard he can't even speak,no
monaco is well shit .,no
So cool to have the AD of the school you're playing Saturday speak to your class . Thank you,no
God said that He will be w  us to the very ends of the world . So when you feel like giving up .. just speak to God . He hears you everytime .,no
Leicester later with jess  D,no
there's this really hot guy on my course and i know im not gonna ever speak to him so i guess this is it isnt it .,no
Got ta go charge my phone ,no
I hope so  Maybe you'll have more luck than me getting him to speak Spanish ,no
I'm honestly so appreciative of new  interesting people to speak to,no
I had a great day .,no
First of all learn how to speak English and second why do you want to see me smile so bad lmao,no
Yikes  So sorry about this Kari  Visit your local store w  your receipt & speak to the manager . If anything  twitteraldogroup.com,no
About to hear Robert Shiller speak at my school so that's pretty awesome .,no
What  Qua go head fam laugh out loud,no
I love it so much when young guys know how to speak to adults . It's the most important trait to me . Speak well to my parents and you win .,no
imean apparently u saw me too & failed to speak so y would i flushed_face,no
Yo this is so crazy oh my god The  can I speak to a manager  haircut ,no
Sometimes in able to get respect you gotta demand it because if you don't you will keep getting disrespected so speak up ;,no
Wanted to have webcam so you could see me but I don't know speak English HAHAHAHA,no
"God is currently using so many people to speak to me in ways that I truly need to hear , and it is so incredibly beautiful .",no
books are so personal so usually I recommend you go to a physical book store and search until you find books that speak to you,no
really looking forward to work today,no
ACTIONS WILL ALWAYS SPEAK TO ME SO STFU WITH THE BULLSHIT victory_hand ,no
"  It was so great to see u again  Thanks 4 allowing me the opportunity 2 speak about gratitude  . My pleasure
TrainSen	0	I can write but I cannot speak . I know English but I prefer to speak in Malay . Homagoshh  I feel so stupid . Urghh
TrainSen	0	People say I'm so hard to speak to
TrainSen	0	I'd like to speak to someone at your national office , could you follow back so I can give u more info 
TrainSen	0	I wonder what POTUS listens to when he's in the car enroute to speak . He's in ATL today so I imagine him listening to Pastor Troy or TI .
TrainSen	0	I JUST WANT BILL NYE TO COME TO EUGENE , OREGON SO I CAN HEAR THAT GENIUS OF A MAN SPEAK
TrainSen	0	I don't speak to my mom so that's not that funny
TrainSen	0	I'm so excited to speak at the National Church of God youngadults getaway .
TrainSen	0	you are
TrainSen	0	If you hear the way we speak to eachother you would never guess that We was together for so long the scruff face_with_medical_mask
TrainSen	0	Action speak audible than words you know akr so I rather gesture than ke bue now and not be able to convince you Bua pele
TrainSen	0	I don't fuck with prople smirking_face  so if I was to see you somewhere don't speak to me cause I don't know you OK_hand raised_fist face_with_tears_of_joy face_blowing_a_kiss
TrainSen	0	First day of senior year 
TrainSen	0	So they speak English rather than German  ur not going back to the old country then ;  x
TrainSen	0	God didn't make it so we have to figure Him out He wants to speak with us  SHORT READ  Discerning God's Voice ",no
About to listen to for a third time  I think it's the best I have heard so far . It's the best I have ever heard anyone speak .,no
haha nice  and thanks  ,no
"Yes , he is already in my following list . I was so fortunate to speak with him at  post game show in January .",no
I'm so excited to finally met ya  it's like meeting an idol  Hopefully I can speak  ;,no
what to do todaay   school work ,no
haha & I KNOW ME TOO ,no
"Congratulations Billy Horschel . In the past three weeks , he's earned $ 1.48 million ",no
You do realize i get all the screenshots of your arguements with my bestfriend so change the way you speak to her ,no
but the week after they gave me another chance and i got to speak to them  so maybe something rly good will happen soon oo,no
how u talk bout somethin wit a hoee,no
hope you enjoy it ,no
I want to be here ,no
at least your tried,no
so happy work has started again,no
Everyone's being so nice today I love it red_heart ,no
"I don't allow people's negative speak , thoughts , or perceptions dictate who I am . So I'll continue to do me & you can stay miserable ",no
"wanted to help him but he cant speak and understand english , i feel so bad ",no
"I wish I lived in London , I get on so much better and actually speak to London fans compared to ones from Manchester",no
Wow wh a t a great day,no
I have  That shits amazing laugh out loud   I never been to Houston so I can't speak on it honestly ,no
My days shot ..   ,no
About to become a comedian so I can speak what's on my mind and not get un trouble for it cause I'm a comedian ,no
well don't you seem friendly,no
 I don't speak to him  so your snapchat lies then  face_with_tears_of_joy thumbs_up,no
That never happens to me laugh out loud,no
"yes , his friend shouted at him and was like don't speak to strangers and he was like i know her , so i showed a pic of us",no
"actions show who someone really is , words just show who they want to be so speak to me with your actions",no
Jackie McMullan is SO right on ATH right now  the NFL needs to stand up for something .. and needs to SPEAK up and do something,no
Woo  So excited  first day of school ,no
"aces . I'll speak to p . Thinking about going away for Chrissy , so may need to save up but one night won't hurt x",no
"This makes me so proud . This is my second ever vege garden . Have a vision , learn , speak to people , be open and ",no
Antena  Are these claims the most reliable  ,no
"Outside college already , so me body hurry up and meet me ",no
I won't speak right away but I definitely be peeping so when you try to play me ima bring it up & you gon look stupid like always,no
i get so much shit for saying arabic phrases in my day to day life like damn god i speak arabic with my mum daily,no
Hi and bye   ,no
Not knowing when people are using ,no
  Sex is so disgusting  procreation ,no
i heard mrs scheffer got us a sub who can speak spanish now so were actually gonna have to learn stuff weary_face,no
"When you know something so horrible you have to speak it so it doesn't fester , yet no one else is talking . So awkward . I hate this feeling .",no
"a city center to pick up supplies . { I play joust with Rhys as I speak } So , here I am , lumbering through",no
I wouldn't even mind so much but Rochelle told me yesterday she would come out so I could speak to her and then didn't ..,no
Rat Goo to sleep ughh,no
People really fake and be so quick to speak on how real they are laugh out loud,no
Just so you know even if you don't want to speak to me i'm within my rights to use public tweets ,no
Thanks  twas lovely to see you guys too  So pleased you like the pouches . Speak soon  ,no
"I'm gone sweep you off yo feet til you can't breathe , cant speak . Put you to sleep so deep up in yo crease . You can't compete",no
Getting hit up with that ntb .   ,no
Oh please don't care to much .,no
That senior assembly really made my day . ,no
I really don't need to look up your name on twitta because I know so much from people you speak too . So watch who you trust bud ..,no
there's so much Joel on my dash this is fuckign unacceptable I NEEd TO SPEAK T O A MANAGER,no
I really hope you were able to speak to him . Bullying is my big Thing . Go a bit mad  effects last for so long ,no
wallah I'm so done with you Ibrahim . What did I speak to you about today loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face face_with_tears_of_joy weary_face,no
Ever have something so scary going on you are afraid to speak about it ,no
i dont speak alien so dont bother to invite me to dang      _    % ^ $ it is  peace,no
I have the besst sister ever ..,no
Elijah omfg I love thaat  laugh out loud,no
physical therapy  ughh,no
I know that I'll love it but my fave country is Denmark cuz my love is there I want to go to Germany cuz I speak german so I don't know,no
I feel so lucky to say that I was able to hear speak to RCAH today  Thank you ,no
fucking so angry don't even speak to me,no
god is arrogant and egotistical so he would never speak to humans on an even level . He has to be the higher entity or you're dead .,no
"if they wanted to speak privately , they should have requested so prior to saying things they wanted to keep private .",no
Westfield full of children now   ,no
Bounce with me Bounce with me ,no
yess .. u r rockstar .. so let ppl speak .. kuch to log khenge logon ka kam hai kehna .. we luv u kp,no
My night tho   ¦  ,no
"I honestly think that you speak to so many different topics in a voice that hits home , that you need a talk show .",no
How lovely . It's too damn hot in the bed . Let's stay awake for another night ,no
Going to sleep  Byebye sweeties  ,no
Thresh is the best,no
I envy my wife's ability to just speak without fear of screwing up  she's rd  gen so her grammar isn't great ,no
I don't speak doctor  So y'all need to dumb down this medical talking down just a bit ,no
A other meeting . I'm so fucking happy ,no
Thank you so much  I wanted to speak with you also but I figured the young ladies should get the chance . I'll email you soon ,no
Ahaha oh my god it's so funny when you find out funny as fuck stuff about people you used to speak to,no
I moved from the couch to the bed . ,no
I ' ll find a way to get to youu ' ♡,no
"I find myself frustrated to . But as a VC leader , a bit reluctant to speak out so vocally .",no
you don't speak to me so I guess you  never mind,no
back at the wonderful WCC tomorrow .,no
I wouldn't speak to anyone properly because I was so happy and then so depressed,no
"i cant speak for other single moms but its hard for me to wanna start dating . my child means the world to me , and so does my inner peace",no
I feel so down and shitty today I just want to curl up in bed and not speak to anyone,no
I'm so excited to hear speak tonight at the mix  You guys aren't going to want to miss this ,no
My co workers are so sweet . They're really nice to me . Maybe it's cuz they don't speak English most of the time  grimacing_face laugh out loud,no
I don't want friends that I have to speak to everyday so that they know that we're still friends,no
So apparently you used to speak to connor maynard face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,no
Yes so it seems . How are you Xert .  Long time no speak  Hello Flip nice to meet you,no
Story of my life .,no
"thank you so much , I wrote it myself  and cried while writing it  . I just wish I could speak to her one last time and stop ",no
People need to think before they speak . Words can do so much damage .,no
Just got a taste of Sunday's sermon from  Isaiah 41 is going to speak so much hope in God into our hearts ,no
"So dad , if you haven't noticed ; I can barely speak . So what makes you think I want to tell you about my weekend and day today ",no
Thank you for coming to UCO to speak to us  So inspiring and empowering  ,no
No shame in that .,no
Bitches know so much til it's time to speak up  then you hear crickets,no
"If I get to speak to such amazing people , I wouldn't know what I'd do , they're so sweet , and loving  ",no
Bromance is the key ,no
IF I HAD VINE I WOULD SPEAK IN SPANISH TO CONFUSE YOU FAYE SO MEH,no
"I'm finally relaxed and chilling , but I so had to speak to boo",no
happy birthday ,no
It's going to be a great day,no
I probably won't win this but it would be so amazing to speak with them ,no
Feels so cool being able to speak to the natives en espanol  I wish I knew Catalan,no
I mean you tell me to speak to you when I see you but you dead look at me and walk away so I don't know . sleeping_face,no
"face_savoring_food two_hearts absolutely beautiful  And so lovely , spoken and seen you a few times but should definitely try to speak a bit more or something x",no
Slapen ,no
Wow my fridge is so full  ,no
I feel so annoying I wanna speak to you but the last week has felt so horrible I don't know how,no
"He's committed a crime against society , society deserves to speak its mind but should not do so impulsively .",no
That's real great,no
"I hate my boss's wife SO much . If I never have to speak to her pretentious , thinkssheknowsitall ass again it will be too soon .",no
Wow I did a great job painting my nails,no
yo Cervix my phone off ,no
I don't associate with Alex so I'll speak to you later Kai,no
I realized I don't care for a lot of people  So if I don't speak to you I prolly don't like you to be honest,no
I mean to do for me my I speak so openly about everything on twitter you all know far too much about me,no
Love being an Arsenal fan on ,no
People moaning about folk going on about the indyref need to wise up . Go speak about big brother then cause it's so much more important face_with_tears_of_joy,no
Love seeing Tyler's mates in the gym,no
Nippiness will get you far un life ,no
IF YOU SAW ED SHEERAN I HATE YOU DO NOT SPEAK TO ME I AM SO JEALOUS enraged_face enraged_face enraged_face,no
"First time to ever speak on the mic , not so bad",no
"I don't like to repeat myself , so listen to me carefully when you speak",no
you've done enough damage to us all . You don't speak for us so you don't sign for us . Traitor .,no
Don't want to speak but have so much to say ,no
I have personally witnessed clogging to  Smooth Criminal  and  Old Time Rock & Roll  so I know what I speak of .,no
why is so hard to speak English,no
I hope u don't speak to ur children like zt so don't speak to Eritrean children like zt ,no
You fuck around and say sum shit that you think you know all bc a so called conscious person said it ima tell you to speak on that ..,no
ahh  I can't do tomorrow now  ill be in in half an hr so speak to you then if you're there xx,no
"Actions speak louder than words , so sometimes you just have to believe what you see & forget what you hear",no
I find it's so much easier to write about difficult things than speak them ,no
"I know , but is so hard , I hope she come to colombia some day .  My English is bad  ahah do you speak Spanish ",no
What a day ,no
"Well , today has started of to a WONDERFUL start .",no
can't wait to get up in four hours,no
I'm going to learn how to speak Japanese so I can read that magazine,no
Everyone is in such a good mood today .,no
Wanting to speak to someone for so long but when you finally do things only get worse .. great start to the day . Fs,no
"IK has given us courage to speak against these so called VIPS , ab chahai wo banni galla jayai ya kaheen or ",no
never laughed so much because of harvey ,no
I did more media than u could image u didn't even know who I was until I got to New York so don't speak about what u dont know,no
I could listen to Myles Parrish speak all day long . His voice is so smiling_face_with_hearteyes,no
I don't want to speak too soon as it is only Wednesday  but this week has brought a few good things so far  ,no
wallah it's so easy for us to get a job in algeria when u speak french  English ,no
yo mama's so topical they invite her to conferences to speak about current events,no
And get out the house,no
